tc,tick,-42,o,[] 44
ts,tick,-43,o,[] 44
tc,tick,-43,o,[] 45
ts,close_ballot,45,agent7,[m1] 45
tc,close_ballot,45,agent7,[] 46
ts,open_ballot,46,agent6,[m1] 45
tc,open_ballot,46,agent6,[] 46
ts,tick,-44,o,[] 45
tc,tick,-44,o,[] 46
ts,tick,-45,o,[] 46
tc,tick,-45,o,[] 47
ts,open_ballot,47,agent6,[m1] 47
tc,open_ballot,47,agent6,[] 48
ts,open_ballot,48,agent5,[m1] 47
tc,open_ballot,48,agent5,[] 48
ts,tick,-46,o,[] 47
tc,tick,-46,o,[] 48
ts,tick,-47,o,[] 48
tc,tick,-47,o,[] 49
ts,close_ballot,49,agent4,[m1] 49
tc,close_ballot,49,agent4,[] 50
ts,open_ballot,50,agent4,[m1] 49
tc,open_ballot,50,agent4,[] 50
ts,tick,-48,o,[] 49
tc,tick,-48,o,[] 50
ts,tick,-49,o,[] 50
tc,tick,-49,o,[] 51
ts,close_ballot,51,agent6,[m1] 51
tc,close_ballot,51,agent6,[] 52
ts,open_ballot,52,agent5,[m1] 51
tc,open_ballot,52,agent5,[] 52
ts,tick,-50,o,[] 51
tc,tick,-50,o,[] 52
ts,tick,-51,o,[] 52
tc,tick,-51,o,[] 53
ts,open_ballot,53,agent3,[m1] 53
tc,open_ballot,53,agent3,[] 54
ts,close_ballot,54,agent6,[m1] 53
tc,close_ballot,54,agent6,[] 54
ts,tick,-52,o,[] 53
tc,tick,-52,o,[] 54
ts,tick,-53,o,[] 54
tc,tick,-53,o,[] 55
ts,open_ballot,55,agent1,[m1] 55
tc,open_ballot,55,agent1,[] 56
ts,open_ballot,56,agent5,[m1] 55
tc,open_ballot,56,agent5,[] 56
ts,tick,-54,o,[] 55
tc,tick,-54,o,[] 56
ts,tick,-55,o,[] 56
tc,tick,-55,o,[] 57
ts,close_ballot,57,agent3,[m1] 57
tc,close_ballot,57,agent3,[] 58
ts,open_ballot,58,agent1,[m1] 57
tc,open_ballot,58,agent1,[] 58
ts,tick,-56,o,[] 57
tc,tick,-56,o,[] 58
ts,tick,-57,o,[] 58
tc,tick,-57,o,[] 59
ts,close_ballot,59,agent2,[m1] 59
tc,close_ballot,59,agent2,[] 60
ts,close_ballot,60,agent3,[m1] 59
tc,close_ballot,60,agent3,[] 60
ts,tick,-58,o,[] 59
tc,tick,-58,o,[] 60
ts,tick,-59,o,[] 60
tc,tick,-59,o,[] 61
ts,open_ballot,61,agent2,[m1] 61
tc,open_ballot,61,agent2,[] 62
ts,open_ballot,62,agent7,[m1] 61
tc,open_ballot,62,agent7,[] 62
ts,tick,-60,o,[] 61
tc,tick,-60,o,[] 62
ts,tick,-61,o,[] 62
tc,tick,-61,o,[] 63
ts,open_ballot,63,agent2,[m1] 63
tc,open_ballot,63,agent2,[] 64
ts,close_ballot,64,agent7,[m1] 63
tc,close_ballot,64,agent7,[] 64
ts,tick,-62,o,[] 63
tc,tick,-62,o,[] 64
ts,tick,-63,o,[] 64
tc,tick,-63,o,[] 65
ts,close_ballot,65,agent4,[m1] 65
tc,close_ballot,65,agent4,[] 66
ts,open_ballot,66,agent5,[m1] 65
tc,open_ballot,66,agent5,[] 66
ts,tick,-64,o,[] 65
tc,tick,-64,o,[] 66
ts,tick,-65,o,[] 66
tc,tick,-65,o,[] 67
ts,close_ballot,67,agent4,[m1] 67
tc,close_ballot,67,agent4,[] 68
ts,open_ballot,68,agent6,[m1] 67
tc,open_ballot,68,agent6,[] 68
ts,tick,-66,o,[] 67
tc,tick,-66,o,[] 68
ts,tick,-67,o,[] 68
tc,tick,-67,o,[] 69
ts,open_ballot,69,agent5,[m1] 69
tc,open_ballot,69,agent5,[] 70
ts,open_ballot,70,agent5,[m1] 69
tc,open_ballot,70,agent5,[] 70
ts,tick,-68,o,[] 69
tc,tick,-68,o,[] 70
ts,tick,-69,o,[] 70
tc,tick,-69,o,[] 71
ts,close_ballot,71,agent1,[m1] 71
tc,close_ballot,71,agent1,[] 72
ts,open_ballot,72,agent5,[m1] 71
tc,open_ballot,72,agent5,[] 72
ts,tick,-70,o,[] 71
tc,tick,-70,o,[] 72
ts,tick,-71,o,[] 72
tc,tick,-71,o,[] 73
ts,close_ballot,73,agent4,[m1] 73
tc,close_ballot,73,agent4,[] 74
ts,open_ballot,74,agent2,[m1] 73
tc,open_ballot,74,agent2,[] 74
ts,tick,-72,o,[] 73
tc,tick,-72,o,[] 74
ts,tick,-73,o,[] 74
tc,tick,-73,o,[] 75
ts,close_ballot,75,agent1,[m1] 75
tc,close_ballot,75,agent1,[] 76
ts,open_ballot,76,agent2,[m1] 75
tc,open_ballot,76,agent2,[] 76
ts,tick,-74,o,[] 75
tc,tick,-74,o,[] 76
ts,tick,-75,o,[] 76
tc,tick,-75,o,[] 77
ts,close_ballot,77,agent3,[m1] 77
tc,close_ballot,77,agent3,[] 78
ts,close_ballot,78,agent2,[m1] 77
tc,close_ballot,78,agent2,[] 78
ts,tick,-76,o,[] 77
tc,tick,-76,o,[] 78
ts,tick,-77,o,[] 78
tc,tick,-77,o,[] 79
ts,close_ballot,79,agent5,[m1] 79
tc,close_ballot,79,agent5,[] 80
ts,open_ballot,80,agent1,[m1] 79
tc,open_ballot,80,agent1,[] 80
